
(1091208.9313749983, 66561.1908499998)
(1097856.0311249983, 66470.9974999998)
(1104494.1115399983, 66380.80414999979)
(1111123.1726199982, 66290.61079999979)
(1117743.2143649983, 66200.41744999979)
(1124354.2367749983, 66110.22409999979)
(1130956.2398499982, 66020.03074999979)
(1137549.2235899982, 65929.83739999979)
(1144133.1879949982, 65839.64404999978)
(1150708.133064998, 65749.45069999978)
(1157274.0587999981, 65659.25734999978)
(1163830.965199998, 65569.06399999978)
(1170378.852264998, 65478.87064999978)
(1176917.719994998, 65388.67729999978)
(1183447.568389998, 65298.483949999776)
(1189968.397449998, 65208.290599999775)
(1196480.207174998, 65118.09724999977)
(1202982.997564998, 65027.90389999977)
(1209476.768619998, 64937.71054999977)
(1215961.520339998, 64847.51719999977)
(1222437.252724998, 64757.32384999977)
(1228903.9657749978, 64667.13049999977)
(1235361.659489998, 64576.937149999765)
(1241810.3338699979, 64486.743799999764)
(1248249.9889149978, 64396.55044999976)
(1254680.6246249978, 64306.35709999976)
(1261102.2409999978, 64216.16374999976)
(1267514.8380399977, 64125.97039999976)
(1273918.4157449978, 64035.77704999976)
(1280312.9741149978, 63945.583699999755)
(1286698.5131499977, 63855.390349999754)
(1293075.0328499977, 63765.19699999975)
(1299442.5332149977, 63675.00364999975)
(1305801.0142449976, 63584.81029999975)
(1312150.4759399977, 63494.61694999975)
(1318490.9182999977, 63404.42359999975)
(1324822.3413249976, 63314.230249999746)
(1331144.7450149977, 63224.036899999744)
(1337458.1293699977, 63133.84354999974)
(1343762.4943899976, 63043.65019999974)
(1350057.8400749976, 62953.45684999974)
(1356344.1664249976, 62863.26349999974)
(1362621.4734399975, 62773.07014999974)
(1368889.7611199976, 62682.876799999736)
(1375149.0294649976, 62592.683449999735)
(1381399.2784749975, 62502.49009999973)
(1387640.5081499976, 62412.29674999973)
(1393872.7184899976, 62322.10339999973)
(1400095.9094949975, 62231.91004999973)
(1406310.0811649975, 62141.71669999973)
(1412515.2334999975, 62051.52334999973)
(1418711.3664999974, 61961.329999999725)
(1424898.4801649975, 61871.136649999724)
(1431076.5744949975, 61780.94329999972)
(1437245.6494899974, 61690.74994999972)
(1443405.7051499975, 61600.55659999972)
(1449556.7414749975, 61510.36324999972)
(1455698.7584649974, 61420.16989999972)
(1461831.7561199975, 61329.976549999716)
(1467955.7344399975, 61239.783199999714)
(1474070.6934249974, 61149.58984999971)
(1480176.6330749975, 61059.39649999971)
(1486273.5533899975, 60969.20314999971)
(1492361.4543699974, 60879.00979999971)
(1498440.3360149974, 60788.81644999971)
(1504510.1983249974, 60698.623099999706)
(1510571.0412999974, 60608.429749999705)
(1516622.8649399974, 60518.2363999997)
(1522665.6692449974, 60428.0430499997)
(1528699.4542149974, 60337.8496999997)
(1534724.2198499974, 60247.6563499997)
(1540739.9661499974, 60157.4629999997)
(1546746.6931149974, 60067.2696499997)
(1552744.4007449974, 59977.076299999695)
(1558733.0890399974, 59886.882949999694)
(1564712.7579999974, 59796.68959999969)
(1570683.4076249974, 59706.49624999969)
(1576645.0379149974, 59616.30289999969)
(1582597.6488699974, 59526.10954999969)
(1588541.2404899974, 59435.91619999969)
(1594475.8127749974, 59345.722849999685)
(1600401.3657249974, 59255.529499999684)
(1606317.8993399974, 59165.33614999968)
(1612225.4136199974, 59075.14279999968)
(1618123.9085649974, 58984.94944999968)
(1624013.3841749975, 58894.75609999968)
(1629893.8404499975, 58804.56274999968)
(1635765.2773899974, 58714.369399999676)
(1641627.6949949975, 58624.176049999674)
(1647481.0932649975, 58533.98269999967)
(1653325.4721999974, 58443.78934999967)
(1659160.8317999975, 58353.59599999967)
(1664987.1720649975, 58263.40264999967)
(1670804.4929949974, 58173.20929999967)
(1676612.7945899973, 58083.015949999666)
(1682412.0768499973, 57992.822599999665)
(1688202.3397749972, 57902.62924999966)
(1693983.583364997, 57812.43589999966)
(1699755.807619997, 57722.24254999966)
(1705519.012539997, 57632.04919999966)
(1711273.1981249969, 57541.85584999966)
(1717018.3643749969, 57451.66249999966)
(1722754.5112899968, 57361.469149999655)
(1728481.6388699966, 57271.275799999654)
(1734199.7471149967, 57181.08244999965)
(1739908.8360249966, 57090.88909999965)
(1745608.9055999964, 57000.69574999965)
(1751299.9558399965, 56910.50239999965)
(1756981.9867449964, 56820.30904999965)
(1762654.9983149962, 56730.115699999646)
(1768318.9905499963, 56639.922349999644)
(1773973.9634499962, 56549.72899999964)
(1779619.917014996, 56459.53564999964)
(1785256.851244996, 56369.34229999964)
(1790884.766139996, 56279.14894999964)
(1796503.6616999959, 56188.95559999964)
(1802113.5379249959, 56098.762249999636)
(1807714.3948149958, 56008.568899999635)
(1813306.2323699957, 55918.37554999963)
(1818889.0505899957, 55828.18219999963)
(1824462.8494749956, 55737.98884999963)
(1830027.6290249955, 55647.79549999963)
(1835583.3892399955, 55557.60214999963)
(1841130.1301199954, 55467.408799999626)
(1846667.8516649953, 55377.215449999625)
(1852196.5538749953, 55287.02209999962)
(1857716.2367499953, 55196.82874999962)
(1863226.9002899951, 55106.63539999962)
(1868728.5444949951, 55016.44204999962)
(1874221.169364995, 54926.24869999962)
(1879704.774899995, 54836.05534999962)
(1885179.361099995, 54745.861999999615)
(1890644.927964995, 54655.668649999614)
(1896101.4754949948, 54565.47529999961)
(1901549.0036899948, 54475.28194999961)
(1906987.5125499947, 54385.08859999961)
(1912417.0020749946, 54294.89524999961)
(1917837.4722649946, 54204.70189999961)
(1923248.9231199946, 54114.508549999606)
(1928651.3546399944, 54024.315199999604)
(1934044.7668249945, 53934.1218499996)
(1939429.1596749944, 53843.9284999996)
(1944804.5331899943, 53753.7351499996)
(1950170.8873699943, 53663.5417999996)
(1955528.2222149943, 53573.3484499996)
(1960876.5377249941, 53483.155099999596)
(1966215.8338999941, 53392.961749999595)
(1971546.110739994, 53302.76839999959)
(1976867.368244994, 53212.57504999959)
(1982179.606414994, 53122.38169999959)
(1987482.825249994, 53032.18834999959)
(1992777.0247499938, 52941.99499999959)
(1998062.2049149938, 52851.80164999959)
(2003338.3657449938, 52761.608299999585)
(2008605.5072399937, 52671.414949999584)
(2013863.6293999937, 52581.22159999958)
(2019112.7322249936, 52491.02824999958)
(2024352.8157149935, 52400.83489999958)
(2029583.8798699935, 52310.64154999958)
(2034805.9246899935, 52220.44819999958)
(2040018.9501749934, 52130.254849999576)
(2045222.9563249934, 52040.061499999574)
(2050417.9431399934, 51949.86814999957)
(2055603.9106199932, 51859.67479999957)
(2060780.8587649933, 51769.48144999957)
(2065948.7875749932, 51679.28809999957)
(2071107.697049993, 51589.09474999957)
(2076257.5871899931, 51498.901399999566)
(2081398.457994993, 51408.708049999565)
(2086530.309464993, 51318.51469999956)
(2091653.141599993, 51228.32134999956)
(2096766.954399993, 51138.12799999956)
(2101871.747864993, 51047.93464999956)
(2106967.5219949926, 50957.74129999956)
(2112054.2767899926, 50867.547949999556)
(2117132.0122499927, 50777.354599999555)
(2122200.7283749925, 50687.16124999955)
(2127260.4251649925, 50596.96789999955)
(2132311.1026199926, 50506.77454999955)
(2137352.7607399924, 50416.58119999955)
(2142385.3995249923, 50326.38784999955)
(2147409.0189749924, 50236.19449999955)
(2152423.6190899923, 50146.001149999545)
(2157429.199869992, 50055.807799999544)
(2162425.7613149923, 49965.61444999954)
(2167413.303424992, 49875.42109999954)
(2172391.826199992, 49785.22774999954)
(2177361.329639992, 49695.03439999954)
(2182321.813744992, 49604.84104999954)
(2187273.278514992, 49514.647699999536)
(2192215.723949992, 49424.454349999534)
(2197149.150049992, 49334.26099999953)
(2202073.556814992, 49244.06764999953)
(2206988.944244992, 49153.87429999953)
(2211895.312339992, 49063.68094999953)
(2216792.6610999918, 48973.48759999953)
(2221680.990524992, 48883.294249999526)
(2226560.3006149917, 48793.100899999525)
(2231430.5913699917, 48702.90754999952)
(2236291.862789992, 48612.71419999952)
(2241144.1148749916, 48522.52084999952)
(2245987.3476249916, 48432.32749999952)
(2250821.5610399917, 48342.13414999952)
(2255646.7551199915, 48251.94079999952)
(2260462.9298649915, 48161.747449999515)
(2265270.0852749916, 48071.554099999514)
(2270068.2213499914, 47981.36074999951)
(2274857.3380899914, 47891.16739999951)
(2279637.4354949915, 47800.97404999951)
(2284408.5135649913, 47710.78069999951)
(2289170.5722999913, 47620.58734999951)
(2293923.6116999914, 47530.393999999505)
(2298667.631764991, 47440.200649999504)
(2303402.632494991, 47350.0072999995)
(2308128.6138899913, 47259.8139499995)
(2312845.575949991, 47169.6205999995)
(2317553.518674991, 47079.4272499995)
(2322252.442064991, 46989.2338999995)
(2326942.346119991, 46899.040549999496)
(2331623.230839991, 46808.847199999494)
(2336295.096224991, 46718.65384999949)
(2340957.942274991, 46628.46049999949)
(2345611.768989991, 46538.26714999949)
(2350256.576369991, 46448.07379999949)
(2354892.364414991, 46357.88044999949)
(2359519.133124991, 46267.687099999486)
(2364136.882499991, 46177.493749999485)
(2368745.612539991, 46087.30039999948)
(2373345.323244991, 45997.10704999948)
(2377936.014614991, 45906.91369999948)
(2382517.6866499907, 45816.72034999948)
(2387090.3393499907, 45726.52699999948)
(2391653.972714991, 45636.33364999948)
(2396208.5867449907, 45546.140299999475)
(2400754.1814399906, 45455.946949999474)
(2405290.756799991, 45365.75359999947)
(2409818.3128249906, 45275.56024999947)
(2414336.8495149906, 45185.36689999947)
(2418846.3668699907, 45095.17354999947)
(2423346.8648899905, 45004.98019999947)
(2427838.3435749905, 44914.786849999466)
(2432320.8029249907, 44824.593499999464)
(2436794.2429399905, 44734.40014999946)
(2441258.6636199905, 44644.20679999946)
(2445714.0649649906, 44554.01344999946)
(2450160.4469749904, 44463.82009999946)
(2454597.8096499904, 44373.62674999946)
(2459026.1529899905, 44283.433399999456)
(2463445.4769949904, 44193.240049999455)
(2467855.7816649904, 44103.04669999945)
(2472257.0669999905, 44012.85334999945)
(2476649.3329999903, 43922.65999999945)
(2481032.5796649903, 43832.46664999945)
(2485406.8069949904, 43742.27329999945)
(2489772.0149899903, 43652.07994999945)
(2494128.2036499903, 43561.886599999445)
(2498475.3729749904, 43471.693249999444)
(2502813.52296499, 43381.49989999944)
(2507142.65361999, 43291.30654999944)
(2511462.7649399904, 43201.11319999944)
(2515773.85692499, 43110.91984999944)
(2520075.92957499, 43020.72649999944)
(2524368.9828899903, 42930.533149999435)
(2528653.01686999, 42840.339799999434)
(2532928.03151499, 42750.14644999943)
(2537194.0268249903, 42659.95309999943)
(2541451.00279999, 42569.75974999943)
(2545698.95943999, 42479.56639999943)
(2549937.8967449903, 42389.37304999943)
(2554167.81471499, 42299.179699999426)
(2558388.71334999, 42208.986349999424)
(2562600.59264999, 42118.79299999942)
(2566803.45261499, 42028.59964999942)
(2570997.29324499, 41938.40629999942)
(2575182.11453999, 41848.21294999942)
(2579357.91649999, 41758.01959999942)
(2583524.69912499, 41667.826249999416)
(2587682.46241499, 41577.632899999415)
(2591831.20636999, 41487.43954999941)
(2595970.93098999, 41397.24619999941)
(2600101.63627499, 41307.05284999941)
(2604223.32222499, 41216.85949999941)
(2608335.98883999, 41126.66614999941)
(2612439.63611999, 41036.47279999941)
(2616534.26406499, 40946.279449999405)
(2620619.87267499, 40856.086099999404)
(2624696.46194999, 40765.8927499994)
(2628764.03188999, 40675.6993999994)
(2632822.58249499, 40585.5060499994)
(2636872.11376499, 40495.3126999994)
(2640912.62569999, 40405.1193499994)
(2644944.11829999, 40314.925999999396)
(2648966.59156499, 40224.732649999394)
(2652980.04549499, 40134.53929999939)
(2656984.48008999, 40044.34594999939)
(2660979.89534999, 39954.15259999939)
(2664966.29127499, 39863.95924999939)
(2668943.66786499, 39773.76589999939)
(2672912.02511999, 39683.572549999386)
(2676871.36303999, 39593.379199999385)
(2680821.68162499, 39503.18584999938)
(2684762.98087499, 39412.99249999938)
(2688695.26078999, 39322.79914999938)
(2692618.52136999, 39232.60579999938)
(2696532.76261499, 39142.41244999938)
(2700437.98452499, 39052.219099999376)
(2704334.18709999, 38962.025749999375)
(2708221.37033999, 38871.83239999937)
(2712099.53424499, 38781.63904999937)
(2715968.67881499, 38691.44569999937)
(2719828.80404999, 38601.25234999937)
(2723679.90994999, 38511.05899999937)
(2727521.99651499, 38420.86564999937)
(2731355.06374499, 38330.672299999365)
(2735179.11163999, 38240.478949999364)
(2738994.14019999, 38150.28559999936)
(2742800.14942499, 38060.09224999936)
(2746597.13931499, 37969.89889999936)
(2750385.10986999, 37879.70554999936)
(2754164.06108999, 37789.51219999936)
(2757933.99297499, 37699.318849999356)
(2761694.90552499, 37609.125499999354)
(2765446.79873999, 37518.93214999935)
(2769189.67261999, 37428.73879999935)
(2772923.52716499, 37338.54544999935)
(2776648.3623749902, 37248.35209999935)
(2780364.17824999, 37158.15874999935)
(2784070.97478999, 37067.965399999346)
(2787768.7519949903, 36977.772049999345)
(2791457.50986499, 36887.57869999934)
(2795137.24839999, 36797.38534999934)
(2798807.96759999, 36707.19199999934)
(2802469.6674649897, 36616.99864999934)
(2806122.3479949897, 36526.80529999934)
(2809766.0091899894, 36436.61194999934)
(2813400.6510499893, 36346.418599999335)
(2817026.2735749893, 36256.225249999334)
(2820642.876764989, 36166.03189999933)
(2824250.460619989, 36075.83854999933)
(2827849.025139989, 35985.64519999933)
(2831438.5703249886, 35895.45184999933)
(2835019.0961749884, 35805.25849999933)
(2838590.6026899884, 35715.065149999326)
(2842153.089869988, 35624.871799999324)
(2845706.557714988, 35534.67844999932)
(2849251.006224988, 35444.48509999932)
(2852786.4353999877, 35354.29174999932)
(2856312.8452399876, 35264.09839999932)
(2859830.2357449876, 35173.90504999932)
(2863338.6069149873, 35083.711699999316)
(2866837.958749987, 34993.518349999315)
(2870328.291249987, 34903.32499999931)
(2873809.604414987, 34813.13164999931)
(2877281.898244987, 34722.93829999931)
(2880745.172739987, 34632.74494999931)
(2884199.4278999865, 34542.55159999931)
(2887644.6637249864, 34452.358249999306)
(2891080.8802149864, 34362.164899999305)
(2894508.077369986, 34271.9715499993)
(2897926.255189986, 34181.7781999993)
(2901335.413674986, 34091.5848499993)
(2904735.5528249857, 34001.3914999993)
(2908126.6726399856, 33911.1981499993)
(2911508.7731199856, 33821.0047999993)
(2914881.8542649853, 33730.811449999295)
(2918245.916074985, 33640.618099999294)
(2921600.958549985, 33550.42474999929)
(2924946.981689985, 33460.23139999929)
(2928283.985494985, 33370.03804999929)
(2931611.969964985, 33279.84469999929)
(2934930.9350999845, 33189.65134999929)
(2938240.8808999844, 33099.457999999286)
(2941541.8073649844, 33009.264649999284)
(2944833.714494984, 32919.07129999928)
(2948116.602289984, 32828.87794999928)
(2951390.470749984, 32738.68459999928)
(2954655.3198749837, 32648.49124999928)
(2957911.1496649836, 32558.297899999277)
(2961157.9601199836, 32468.104549999276)
(2964395.7512399834, 32377.911199999275)
(2967624.5230249832, 32287.717849999273)
(2970844.2754749833, 32197.524499999272)
(2974055.008589983, 32107.33114999927)
(2977256.722369983, 32017.13779999927)
(2980449.416814983, 31926.944449999268)
(2983633.0919249826, 31836.751099999266)
(2986807.7476999825, 31746.557749999265)
(2989973.3841399825, 31656.364399999264)
(2993130.0012449822, 31566.171049999262)
(2996277.599014982, 31475.97769999926)
(2999416.177449982, 31385.78434999926)
(3002545.736549982, 31295.59099999926)
(3005666.2763149817, 31205.397649999257)
(3008777.796744982, 31115.204299999255)
(3011880.2978399815, 31025.010949999254)
(3014973.7795999814, 30934.817599999253)
(3018058.2420249814, 30844.62424999925)
(3021133.685114981, 30754.43089999925)
(3024200.108869981, 30664.23754999925)
(3027257.513289981, 30574.044199999247)
(3030305.898374981, 30483.850849999246)
(3033345.2641249807, 30393.657499999244)
(3036375.6105399807, 30303.464149999243)
(3039396.9376199804, 30213.27079999924)
(3042409.2453649803, 30123.07744999924)
(3045412.5337749803, 30032.88409999924)
(3048406.80284998, 29942.690749999238)
(3051392.05258998, 29852.497399999236)
(3054368.28299498, 29762.304049999235)
(3057335.4940649797, 29672.110699999233)
(3060293.6857999796, 29581.917349999232)
(3063242.8581999796, 29491.72399999923)
(3066183.0112649794, 29401.53064999923)
(3069114.1449949793, 29311.337299999228)
(3072036.2593899793, 29221.143949999227)
(3074949.354449979, 29130.950599999225)
(3077853.430174979, 29040.757249999224)
(3080748.486564979, 28950.563899999222)
(3083634.5236199787, 28860.37054999922)
(3086511.5413399786, 28770.17719999922)
(3089379.5397249786, 28679.98384999922)
(3092238.5187749784, 28589.790499999217)
(3095088.4784899782, 28499.597149999216)
(3097929.4188699783, 28409.403799999214)
(3100761.339914978, 28319.210449999213)
(3103584.241624978, 28229.01709999921)
(3106398.123999978, 28138.82374999921)
(3109202.9870399777, 28048.63039999921)
(3111998.8307449776, 27958.437049999207)
(3114785.6551149776, 27868.243699999206)
(3117563.4601499774, 27778.050349999205)
(3120332.2458499772, 27687.856999999203)
(3123092.0122149773, 27597.663649999202)
(3125842.759244977, 27507.4702999992)
(3128584.486939977, 27417.2769499992)
(3131317.195299977, 27327.083599999198)
(3134040.8843249767, 27236.890249999196)
(3136755.5540149766, 27146.696899999195)
(3139461.2043699767, 27056.503549999194)
(3142157.8353899764, 26966.310199999192)
(3144845.4470749763, 26876.11684999919)
(3147524.0394249763, 26785.92349999919)
(3150193.612439976, 26695.730149999188)
(3152854.166119976, 26605.536799999187)
(3155505.700464976, 26515.343449999185)
(3158148.2154749758, 26425.150099999184)
(3160781.7111499757, 26334.956749999183)
(3163406.1874899757, 26244.76339999918)
(3166021.6444949755, 26154.57004999918)
(3168628.0821649753, 26064.37669999918)
(3171225.5004999754, 25974.183349999177)
(3173813.899499975, 25883.989999999176)
(3176393.279164975, 25793.796649999174)
(3178963.639494975, 25703.603299999173)
(3181524.980489975, 25613.40994999917)
(3184077.3021499747, 25523.21659999917)
(3186620.604474975, 25433.02324999917)
(3189154.8874649745, 25342.829899999168)
(3191680.1511199744, 25252.636549999166)
(3194196.3954399745, 25162.443199999165)
(3196703.6204249742, 25072.249849999163)
(3199201.826074974, 24982.056499999162)
(3201691.012389974, 24891.86314999916)
(3204171.179369974, 24801.66979999916)
(3206642.327014974, 24711.476449999158)
(3209104.455324974, 24621.283099999157)
(3211557.5642999737, 24531.089749999155)
(3214001.6539399736, 24440.896399999154)
(3216436.7242449736, 24350.703049999152)
(3218862.7752149734, 24260.50969999915)
(3221279.8068499733, 24170.31634999915)
(3223687.8191499733, 24080.12299999915)
(3226086.812114973, 23989.929649999147)
(3228476.785744973, 23899.736299999146)
(3230857.740039973, 23809.542949999144)
(3233229.674999973, 23719.349599999143)
(3235592.5906249727, 23629.15624999914)
(3237946.486914973, 23538.96289999914)
(3240291.3638699725, 23448.76954999914)
(3242627.2214899724, 23358.576199999137)
(3244954.0597749725, 23268.382849999136)
(3247271.8787249723, 23178.189499999135)
(3249580.678339972, 23087.996149999133)
(3251880.458619972, 22997.802799999132)
(3254171.219564972, 22907.60944999913)
(3256452.961174972, 22817.41609999913)
(3258725.683449972, 22727.222749999128)
(3260989.3863899717, 22637.029399999126)
(3263244.0699949716, 22546.836049999125)
(3265489.7342649717, 22456.642699999124)
(3267726.3791999714, 22366.449349999122)
(3269954.0047999714, 22276.25599999912)
(3272172.6110649714, 22186.06264999912)
(3274382.197994971, 22095.869299999118)
(3276582.765589971, 22005.675949999117)
(3278774.313849971, 21915.482599999115)
(3280956.842774971, 21825.289249999114)
(3283130.352364971, 21735.095899999113)
(3285294.842619971, 21644.90254999911)
(3287450.3135399707, 21554.70919999911)
(3289596.7651249706, 21464.51584999911)
(3291734.1973749707, 21374.322499999107)
(3293862.6102899704, 21284.129149999106)
(3295982.0038699703, 21193.935799999104)
(3298092.3781149704, 21103.742449999103)
(3300193.73302497, 21013.5490999991)
(3302286.06859997, 20923.3557499991)
(3304369.38483997, 20833.1623999991)
(3306443.68174497, 20742.969049999097)
(3308508.95931497, 20652.775699999096)
(3310565.21754997, 20562.582349999095)
(3312612.4564499697, 20472.388999999093)
(3314650.6760149696, 20382.195649999092)
(3316679.8762449697, 20292.00229999909)
(3318700.0571399694, 20201.80894999909)
(3320711.2186999694, 20111.615599999088)
(3322713.3609249694, 20021.422249999086)
(3324706.483814969, 19931.228899999085)
(3326690.587369969, 19841.035549999084)
(3328665.671589969, 19750.842199999082)
(3330631.736474969, 19660.64884999908)
(3332588.782024969, 19570.45549999908)
(3334536.808239969, 19480.26214999908)
(3336475.8151199687, 19390.068799999077)
(3338405.8026649687, 19299.875449999075)
(3340326.7708749687, 19209.682099999074)
(3342238.7197499685, 19119.488749999073)
(3344141.6492899684, 19029.29539999907)
(3346035.5594949685, 18939.10204999907)
(3347920.4503649683, 18848.90869999907)
(3349796.321899968, 18758.715349999067)
(3351663.1740999683, 18668.521999999066)
(3353521.006964968, 18578.328649999065)
(3355369.820494968, 18488.135299999063)
(3357209.614689968, 18397.94194999906)
(3359040.389549968, 18307.74859999906)
(3360862.1450749678, 18217.55524999906)
(3362674.881264968, 18127.361899999058)
(3364478.5981199676, 18037.168549999056)
(3366273.2956399675, 17946.975199999055)
(3368058.9738249676, 17856.781849999054)
(3369835.6326749674, 17766.588499999052)
(3371603.2721899673, 17676.39514999905)
(3373361.8923699674, 17586.20179999905)
(3375111.493214967, 17496.008449999048)
(3376852.074724967, 17405.815099999047)
(3378583.636899967, 17315.621749999045)
(3380306.179739967, 17225.428399999044)
(3382019.703244967, 17135.235049999043)
(3383724.207414967, 17045.04169999904)
(3385419.692249967, 16954.84834999904)
(3387106.1577499667, 16864.65499999904)
(3388783.603914967, 16774.461649999037)
(3390452.0307449666, 16684.268299999036)
(3392111.4382399665, 16594.074949999034)
(3393761.8263999666, 16503.881599999033)
(3395403.1952249664, 16413.68824999903)
(3397035.5447149663, 16323.494899999032)
(3398658.8748699664, 16233.301549999032)
(3400273.185689966, 16143.108199999033)
(3401878.477174966, 16052.914849999033)
(3403474.749324966, 15962.721499999034)
(3405062.002139966, 15872.528149999034)
(3406640.235619966, 15782.334799999035)
(3408209.449764966, 15692.141449999035)
(3409769.644574966, 15601.948099999036)
(3411320.8200499658, 15511.754749999036)
(3412862.976189966, 15421.561399999036)
(3414396.1129949656, 15331.368049999037)
(3415920.2304649656, 15241.174699999037)
(3417435.3285999657, 15150.981349999038)
(3418941.4073999655, 15060.787999999038)
